94.24.208.20, -, 30.07.2009, 18:38:52, W3SVC37, BABBAGE, 194.226.235.251, 62, 635, 926, 200, 0, GET, /news.xml, -,
94.24.208.20, -, 30.07.2009, 18:38:52, W3SVC37, BABBAGE, 194.226.235.251, 63, 478, 1727, 200, 0, GET, /patterns/news.xsl, -,
94.24.208.20, -, 30.07.2009, 18:38:52, W3SVC37, BABBAGE, 194.226.235.251, 63, 480, 948, 200, 0, GET, /patterns/header.xsl, -,
94.24.208.20, -, 30.07.2009, 18:38:52, W3SVC37, BABBAGE, 194.226.235.251, 63, 484, 930, 200, 0, GET, /patterns/navigation.xsl, -,
94.24.208.20, -, 30.07.2009, 18:38:54, W3SVC37, BABBAGE, 194.226.235.251, 969, 480, 812, 200, 0, GET, /patterns/footer.xsl, -,
94.24.208.20, -, 30.07.2009, 18:38:54, W3SVC37, BABBAGE, 194.226.235.251, 62, 554, 864, 200, 0, GET, /style/default.css, -,
94.24.208.20, -, 30.07.2009, 18:38:57, W3SVC37, BABBAGE, 194.226.235.251, 63, 573, 458, 200, 0, GET, /shedule.xml, -,
94.24.208.20, -, 30.07.2009, 18:39:00, W3SVC37, BABBAGE, 194.226.235.251, 1953, 570, 472, 200, 0, GET, /mind.xml, -,
94.24.208.20, -, 30.07.2009, 18:39:02, W3SVC37, BABBAGE, 194.226.235.251, 62, 574, 484, 200, 0, GET, /training.xml, -,
94.24.208.20, -, 30.07.2009, 18:39:03, W3SVC37, BABBAGE, 194.226.235.251, 63, 573, 468, 200, 0, GET, /history.xml, -,
94.24.208.20, -, 30.07.2009, 18:39:04, W3SVC37, BABBAGE, 194.226.235.251, 62, 571, 466, 200, 0, GET, /faces.xml, -,
94.24.208.20, -, 30.07.2009, 18:39:26, W3SVC37, BABBAGE, 194.226.235.251, 0, 505, 0, 302, 0, GET, /default.asp, -,
94.24.208.20, -, 30.07.2009, 18:39:26, W3SVC37, BABBAGE, 194.226.235.251, 0, 603, 167, 304, 0, GET, /news.xml, -,
94.24.208.20, -, 30.07.2009, 18:39:29, W3SVC37, BABBAGE, 194.226.235.251, 0, 486, 251, 404, 2, GET, /favicon.ico, -,
94.24.208.20, -, 30.07.2009, 18:39:39, W3SVC37, BABBAGE, 194.226.235.251, 0, 516, 251, 404, 2, GET, /favicon.ico, -,
94.24.208.20, -, 30.07.2009, 18:42:21, W3SVC37, BABBAGE, 194.226.235.251, 0, 505, 0, 302, 0, GET, /default.asp, -,
94.24.208.20, -, 30.07.2009, 18:42:25, W3SVC37, BABBAGE, 194.226.235.251, 0, 603, 167, 304, 0, GET, /news.xml, -,
94.24.208.20, -, 30.07.2009, 18:42:29, W3SVC37, BABBAGE, 194.226.235.251, 0, 657, 167, 304, 0, GET, /patterns/news.xsl, -,
94.24.208.20, -, 30.07.2009, 18:42:29, W3SVC37, BABBAGE, 194.226.235.251, 0, 668, 167, 304, 0, GET, /patterns/header.xsl, -,
94.24.208.20, -, 30.07.2009, 18:42:29, W3SVC37, BABBAGE, 194.226.235.251, 0, 668, 167, 304, 0, GET, /patterns/footer.xsl, -,
94.24.208.20, -, 30.07.2009, 18:42:29, W3SVC37, BABBAGE, 194.226.235.251, 0, 670, 165, 304, 0, GET, /patterns/navigation.xsl, -,
94.24.208.20, -, 30.07.2009, 18:43:58, W3SVC37, BABBAGE, 194.226.235.251, 16, 521, 167, 304, 0, GET, /news.xml, -,
94.24.208.20, -, 30.07.2009, 18:43:58, W3SVC37, BABBAGE, 194.226.235.251, 0, 582, 167, 304, 0, GET, /style/default.css, -,
78.29.2.32, -, 30.07.2009, 21:33:59, W3SVC37, BABBAGE, 194.226.235.251, 1718, 653, 0, 302, 0, GET, /default.asp, -,
78.29.2.32, -, 30.07.2009, 21:33:59, W3SVC37, BABBAGE, 194.226.235.251, 16, 633, 167, 304, 0, GET, /news.xml, -,
78.29.2.32, -, 30.07.2009, 21:33:59, W3SVC37, BABBAGE, 194.226.235.251, 343, 477, 167, 304, 0, GET, /patterns/news.xsl, -,
78.29.2.32, -, 30.07.2009, 21:33:59, W3SVC37, BABBAGE, 194.226.235.251, 78, 478, 167, 304, 0, GET, /patterns/header.xsl, -,
78.29.2.32, -, 30.07.2009, 21:34:00, W3SVC37, BABBAGE, 194.226.235.251, 47, 482, 165, 304, 0, GET, /patterns/navigation.xsl, -,
78.29.2.32, -, 30.07.2009, 21:34:00, W3SVC37, BABBAGE, 194.226.235.251, 0, 478, 167, 304, 0, GET, /patterns/footer.xsl, -,
78.29.2.32, -, 30.07.2009, 21:34:00, W3SVC37, BABBAGE, 194.226.235.251, 0, 552, 167, 304, 0, GET, /style/default.css, -,
78.29.2.32, -, 30.07.2009, 21:34:04, W3SVC37, BABBAGE, 194.226.235.251, 0, 633, 166, 304, 0, GET, /shedule.xml, -,
78.29.2.32, -, 30.07.2009, 21:34:04, W3SVC37, BABBAGE, 194.226.235.251, 0, 630, 167, 304, 0, GET, /mind.xml, -,
78.29.2.32, -, 30.07.2009, 21:34:06, W3SVC37, BABBAGE, 194.226.235.251, 0, 634, 167, 304, 0, GET, /training.xml, -,
78.29.2.32, -, 30.07.2009, 21:34:06, W3SVC37, BABBAGE, 194.226.235.251, 0, 633, 167, 304, 0, GET, /history.xml, -,
78.29.2.32, -, 30.07.2009, 21:34:08, W3SVC37, BABBAGE, 194.226.235.251, 0, 631, 166, 304, 0, GET, /faces.xml, -,
78.29.2.32, -, 30.07.2009, 21:43:22, W3SVC37, BABBAGE, 194.226.235.251, 0, 563, 228, 500, 1722, GET, /default.asp, Out-of-process+ISAPI+extension+request+failed.,
78.29.2.32, -, 30.07.2009, 21:43:34, W3SVC37, BABBAGE, 194.226.235.251, 0, 563, 0, 302, 0, GET, /default.asp, -,
78.29.2.32, -, 30.07.2009, 21:43:34, W3SVC37, BABBAGE, 194.226.235.251, 0, 633, 167, 304, 0, GET, /news.xml, -,
78.29.2.32, -, 30.07.2009, 21:43:34, W3SVC37, BABBAGE, 194.226.235.251, 0, 477, 167, 304, 0, GET, /patterns/news.xsl, -,
78.29.2.32, -, 30.07.2009, 21:43:34, W3SVC37, BABBAGE, 194.226.235.251, 0, 478, 167, 304, 0, GET, /patterns/header.xsl, -,
78.29.2.32, -, 30.07.2009, 21:43:34, W3SVC37, BABBAGE, 194.226.235.251, 0, 482, 165, 304, 0, GET, /patterns/navigation.xsl, -,
78.29.2.32, -, 30.07.2009, 21:43:34, W3SVC37, BABBAGE, 194.226.235.251, 0, 478, 167, 304, 0, GET, /patterns/footer.xsl, -,
78.29.2.32, -, 30.07.2009, 21:43:34, W3SVC37, BABBAGE, 194.226.235.251, 0, 552, 167, 304, 0, GET, /style/default.css, -,
78.29.2.32, -, 30.07.2009, 21:43:38, W3SVC37, BABBAGE, 194.226.235.251, 0, 633, 166, 304, 0, GET, /shedule.xml, -,
78.29.2.32, -, 30.07.2009, 21:43:38, W3SVC37, BABBAGE, 194.226.235.251, 0, 630, 167, 304, 0, GET, /mind.xml, -,
78.29.2.32, -, 30.07.2009, 21:43:40, W3SVC37, BABBAGE, 194.226.235.251, 0, 634, 167, 304, 0, GET, /training.xml, -,
78.29.2.32, -, 30.07.2009, 21:43:40, W3SVC37, BABBAGE, 194.226.235.251, 0, 633, 167, 304, 0, GET, /history.xml, -,
78.29.2.32, -, 30.07.2009, 21:43:41, W3SVC37, BABBAGE, 194.226.235.251, 0, 631, 166, 304, 0, GET, /faces.xml, -,
78.29.2.32, -, 30.07.2009, 21:52:45, W3SVC37, BABBAGE, 194.226.235.251, 0, 563, 0, 302, 0, GET, /default.asp, -,
78.29.2.32, -, 30.07.2009, 21:52:45, W3SVC37, BABBAGE, 194.226.235.251, 0, 633, 167, 304, 0, GET, /news.xml, -,
78.29.2.32, -, 30.07.2009, 21:52:45, W3SVC37, BABBAGE, 194.226.235.251, 0, 477, 167, 304, 0, GET, /patterns/news.xsl, -,
78.29.2.32, -, 30.07.2009, 21:52:45, W3SVC37, BABBAGE, 194.226.235.251, 0, 478, 167, 304, 0, GET, /patterns/header.xsl, -,
78.29.2.32, -, 30.07.2009, 21:52:45, W3SVC37, BABBAGE, 194.226.235.251, 0, 482, 165, 304, 0, GET, /patterns/navigation.xsl, -,
78.29.2.32, -, 30.07.2009, 21:52:45, W3SVC37, BABBAGE, 194.226.235.251, 0, 478, 167, 304, 0, GET, /patterns/footer.xsl, -,
78.29.2.32, -, 30.07.2009, 21:52:45, W3SVC37, BABBAGE, 194.226.235.251, 16, 552, 167, 304, 0, GET, /style/default.css, -,
78.29.2.32, -, 31.07.2009, 0:00:32, W3SVC37, BABBAGE, 194.226.235.251, 16, 418, 0, 302, 0, GET, /default.asp, -,
78.29.2.32, -, 31.07.2009, 0:00:32, W3SVC37, BABBAGE, 194.226.235.251, 0, 488, 167, 304, 0, GET, /news.xml, -,
78.29.2.32, -, 31.07.2009, 0:00:32, W3SVC37, BABBAGE, 194.226.235.251, 16, 477, 167, 304, 0, GET, /patterns/news.xsl, -,
78.29.2.32, -, 31.07.2009, 0:00:32, W3SVC37, BABBAGE, 194.226.235.251, 0, 478, 167, 304, 0, GET, /patterns/header.xsl, -,
78.29.2.32, -, 31.07.2009, 0:00:33, W3SVC37, BABBAGE, 194.226.235.251, 31, 482, 165, 304, 0, GET, /patterns/navigation.xsl, -,
78.29.2.32, -, 31.07.2009, 0:00:33, W3SVC37, BABBAGE, 194.226.235.251, 0, 478, 167, 304, 0, GET, /patterns/footer.xsl, -,
78.29.2.32, -, 31.07.2009, 0:00:33, W3SVC37, BABBAGE, 194.226.235.251, 0, 552, 167, 304, 0, GET, /style/default.css, -,
78.29.2.32, -, 31.07.2009, 0:00:36, W3SVC37, BABBAGE, 194.226.235.251, 0, 563, 0, 302, 0, GET, /default.asp, -,
78.29.2.32, -, 31.07.2009, 0:00:39, W3SVC37, BABBAGE, 194.226.235.251, 0, 633, 166, 304, 0, GET, /shedule.xml, -,
78.29.2.32, -, 31.07.2009, 0:00:40, W3SVC37, BABBAGE, 194.226.235.251, 0, 630, 167, 304, 0, GET, /mind.xml, -,
78.29.2.32, -, 31.07.2009, 0:00:40, W3SVC37, BABBAGE, 194.226.235.251, 0, 634, 167, 304, 0, GET, /training.xml, -,
78.29.2.32, -, 31.07.2009, 0:00:42, W3SVC37, BABBAGE, 194.226.235.251, 0, 633, 167, 304, 0, GET, /history.xml, -,
78.29.2.32, -, 31.07.2009, 0:00:42, W3SVC37, BABBAGE, 194.226.235.251, 0, 631, 166, 304, 0, GET, /faces.xml, -,
78.29.2.32, -, 31.07.2009, 0:38:13, W3SVC37, BABBAGE, 194.226.235.251, 94, 491, 926, 200, 0, GET, /news.xml, -,
78.29.2.32, -, 31.07.2009, 0:38:13, W3SVC37, BABBAGE, 194.226.235.251, 63, 477, 1774, 200, 0, GET, /patterns/news.xsl, -,
78.29.2.32, -, 31.07.2009, 0:38:13, W3SVC37, BABBAGE, 194.226.235.251, 78, 478, 1301, 200, 0, GET, /patterns/header.xsl, -,
78.29.2.32, -, 31.07.2009, 0:38:13, W3SVC37, BABBAGE, 194.226.235.251, 94, 482, 932, 200, 0, GET, /patterns/navigation.xsl, -,
78.29.2.32, -, 31.07.2009, 0:38:13, W3SVC37, BABBAGE, 194.226.235.251, 78, 478, 812, 200, 0, GET, /patterns/footer.xsl, -,
78.29.2.32, -, 31.07.2009, 0:38:13, W3SVC37, BABBAGE, 194.226.235.251, 94, 552, 864, 200, 0, GET, /style/default.css, -,
78.29.2.32, -, 31.07.2009, 0:38:13, W3SVC37, BABBAGE, 194.226.235.251, 62, 493, 2044, 200, 0, GET, /images/icons/rss.png, -,
78.29.2.32, -, 31.07.2009, 0:38:17, W3SVC37, BABBAGE, 194.226.235.251, 172, 633, 459, 200, 0, GET, /shedule.xml, -,
78.29.2.32, -, 31.07.2009, 0:38:18, W3SVC37, BABBAGE, 194.226.235.251, 172, 630, 472, 200, 0, GET, /mind.xml, -,
78.29.2.32, -, 31.07.2009, 0:38:19, W3SVC37, BABBAGE, 194.226.235.251, 172, 634, 484, 200, 0, GET, /training.xml, -,
78.29.2.32, -, 31.07.2009, 0:38:20, W3SVC37, BABBAGE, 194.226.235.251, 172, 633, 468, 200, 0, GET, /history.xml, -,
78.29.2.32, -, 31.07.2009, 0:38:21, W3SVC37, BABBAGE, 194.226.235.251, 172, 631, 466, 200, 0, GET, /faces.xml, -,
78.29.2.32, -, 31.07.2009, 0:38:25, W3SVC37, BABBAGE, 194.226.235.251, 172, 567, 1073, 200, 0, GET, /rss.xml, -,
78.29.2.32, -, 31.07.2009, 0:48:49, W3SVC37, BABBAGE, 194.226.235.251, 0, 519, 167, 304, 0, GET, /news.xml, -,
78.29.2.32, -, 31.07.2009, 0:48:49, W3SVC37, BABBAGE, 194.226.235.251, 0, 504, 167, 304, 0, GET, /patterns/news.xsl, -,
78.29.2.32, -, 31.07.2009, 0:48:49, W3SVC37, BABBAGE, 194.226.235.251, 0, 506, 167, 304, 0, GET, /patterns/header.xsl, -,
78.29.2.32, -, 31.07.2009, 0:48:49, W3SVC37, BABBAGE, 194.226.235.251, 0, 510, 167, 304, 0, GET, /patterns/navigation.xsl, -,
78.29.2.32, -, 31.07.2009, 0:48:49, W3SVC37, BABBAGE, 194.226.235.251, 0, 506, 167, 304, 0, GET, /patterns/footer.xsl, -,
78.29.2.32, -, 31.07.2009, 0:48:49, W3SVC37, BABBAGE, 194.226.235.251, 0, 580, 167, 304, 0, GET, /style/default.css, -,
78.29.2.32, -, 31.07.2009, 0:48:49, W3SVC37, BABBAGE, 194.226.235.251, 0, 583, 167, 304, 0, GET, /images/icons/rss.png, -,
78.29.2.32, -, 31.07.2009, 0:53:06, W3SVC37, BABBAGE, 194.226.235.251, 0, 519, 167, 304, 0, GET, /news.xml, -,
78.29.2.32, -, 31.07.2009, 0:53:06, W3SVC37, BABBAGE, 194.226.235.251, 0, 504, 167, 304, 0, GET, /patterns/news.xsl, -,
78.29.2.32, -, 31.07.2009, 0:53:06, W3SVC37, BABBAGE, 194.226.235.251, 0, 506, 167, 304, 0, GET, /patterns/header.xsl, -,
78.29.2.32, -, 31.07.2009, 0:53:06, W3SVC37, BABBAGE, 194.226.235.251, 0, 510, 167, 304, 0, GET, /patterns/navigation.xsl, -,
78.29.2.32, -, 31.07.2009, 0:53:06, W3SVC37, BABBAGE, 194.226.235.251, 0, 506, 167, 304, 0, GET, /patterns/footer.xsl, -,
78.29.2.32, -, 31.07.2009, 0:53:06, W3SVC37, BABBAGE, 194.226.235.251, 0, 580, 167, 304, 0, GET, /style/default.css, -,
78.29.2.32, -, 31.07.2009, 0:53:06, W3SVC37, BABBAGE, 194.226.235.251, 0, 583, 167, 304, 0, GET, /images/icons/rss.png, -,
78.29.2.32, -, 31.07.2009, 0:55:55, W3SVC37, BABBAGE, 194.226.235.251, 0, 657, 167, 304, 0, GET, /rss.xml, -,
78.29.2.32, -, 31.07.2009, 0:56:45, W3SVC37, BABBAGE, 194.226.235.251, 16, 503, 0, 302, 0, GET, /default.asp, -,
78.29.2.32, -, 31.07.2009, 0:56:45, W3SVC37, BABBAGE, 194.226.235.251, 0, 626, 167, 304, 0, GET, /news.xml, -,
78.29.2.32, -, 31.07.2009, 0:56:45, W3SVC37, BABBAGE, 194.226.235.251, 0, 680, 167, 304, 0, GET, /patterns/news.xsl, -,
78.29.2.32, -, 31.07.2009, 0:56:45, W3SVC37, BABBAGE, 194.226.235.251, 0, 691, 167, 304, 0, GET, /patterns/header.xsl, -,
78.29.2.32, -, 31.07.2009, 0:56:45, W3SVC37, BABBAGE, 194.226.235.251, 0, 693, 167, 304, 0, GET, /patterns/navigation.xsl, -,
78.29.2.32, -, 31.07.2009, 0:56:45, W3SVC37, BABBAGE, 194.226.235.251, 0, 691, 167, 304, 0, GET, /patterns/footer.xsl, -,
78.29.2.32, -, 31.07.2009, 0:56:48, W3SVC37, BABBAGE, 194.226.235.251, 0, 514, 251, 404, 2, GET, /favicon.ico, -,
78.29.2.32, -, 31.07.2009, 0:57:09, W3SVC37, BABBAGE, 194.226.235.251, 0, 580, 167, 304, 0, GET, /style/default.css, -,
78.29.2.32, -, 31.07.2009, 0:57:09, W3SVC37, BABBAGE, 194.226.235.251, 0, 583, 167, 304, 0, GET, /images/icons/rss.png, -,
78.29.2.32, -, 31.07.2009, 1:01:45, W3SVC37, BABBAGE, 194.226.235.251, 0, 519, 167, 304, 0, GET, /news.xml, -,
78.29.2.32, -, 31.07.2009, 1:01:45, W3SVC37, BABBAGE, 194.226.235.251, 0, 504, 167, 304, 0, GET, /patterns/news.xsl, -,
78.29.2.32, -, 31.07.2009, 1:01:45, W3SVC37, BABBAGE, 194.226.235.251, 0, 506, 167, 304, 0, GET, /patterns/header.xsl, -,
78.29.2.32, -, 31.07.2009, 1:01:45, W3SVC37, BABBAGE, 194.226.235.251, 0, 510, 167, 304, 0, GET, /patterns/navigation.xsl, -,
78.29.2.32, -, 31.07.2009, 1:01:45, W3SVC37, BABBAGE, 194.226.235.251, 0, 506, 167, 304, 0, GET, /patterns/footer.xsl, -,
78.29.2.32, -, 31.07.2009, 1:01:45, W3SVC37, BABBAGE, 194.226.235.251, 0, 580, 167, 304, 0, GET, /style/default.css, -,
78.29.2.32, -, 31.07.2009, 1:01:45, W3SVC37, BABBAGE, 194.226.235.251, 0, 583, 167, 304, 0, GET, /images/icons/rss.png, -,
188.16.6.170, -, 31.07.2009, 1:03:15, W3SVC37, BABBAGE, 194.226.235.251, 0, 549, 0, 302, 0, GET, /default.asp, -,
188.16.6.170, -, 31.07.2009, 1:03:26, W3SVC37, BABBAGE, 194.226.235.251, 250, 557, 902, 200, 0, GET, /news.xml, -,
188.16.6.170, -, 31.07.2009, 1:03:28, W3SVC37, BABBAGE, 194.226.235.251, 2938, 294, 1750, 200, 0, GET, /patterns/news.xsl, -,
188.16.6.170, -, 31.07.2009, 1:03:44, W3SVC37, BABBAGE, 194.226.235.251, 15187, 296, 1277, 200, 0, GET, /patterns/header.xsl, -,
188.16.6.170, -, 31.07.2009, 1:03:44, W3SVC37, BABBAGE, 194.226.235.251, 125, 300, 908, 200, 0, GET, /patterns/navigation.xsl, -,
188.16.6.170, -, 31.07.2009, 1:03:44, W3SVC37, BABBAGE, 194.226.235.251, 141, 296, 788, 200, 0, GET, /patterns/footer.xsl, -,
188.16.6.170, -, 31.07.2009, 1:03:44, W3SVC37, BABBAGE, 194.226.235.251, 297, 367, 840, 200, 0, GET, /style/default.css, -,
188.16.6.170, -, 31.07.2009, 1:03:51, W3SVC37, BABBAGE, 194.226.235.251, 156, 561, 460, 200, 0, GET, /training.xml, -,
188.16.6.170, -, 31.07.2009, 1:03:51, W3SVC37, BABBAGE, 194.226.235.251, 109, 374, 2020, 200, 0, GET, /images/icons/rss.png, -,
188.16.6.170, -, 31.07.2009, 1:03:51, W3SVC37, BABBAGE, 194.226.235.251, 0, 288, 270, 404, 2, GET, /favicon.ico, -,
188.16.6.170, -, 31.07.2009, 1:03:53, W3SVC37, BABBAGE, 194.226.235.251, 296, 557, 448, 200, 0, GET, /mind.xml, -,
188.16.6.170, -, 31.07.2009, 1:03:53, W3SVC37, BABBAGE, 194.226.235.251, 0, 288, 270, 404, 2, GET, /favicon.ico, -,
188.16.6.170, -, 31.07.2009, 1:03:54, W3SVC37, BABBAGE, 194.226.235.251, 312, 560, 435, 200, 0, GET, /shedule.xml, -,
188.16.6.170, -, 31.07.2009, 1:03:57, W3SVC37, BABBAGE, 194.226.235.251, 313, 560, 444, 200, 0, GET, /history.xml, -,
188.16.6.170, -, 31.07.2009, 1:03:59, W3SVC37, BABBAGE, 194.226.235.251, 1687, 558, 442, 200, 0, GET, /faces.xml, -,
188.16.6.170, -, 31.07.2009, 1:04:08, W3SVC37, BABBAGE, 194.226.235.251, 3328, 370, 0, 200, 64, GET, /images/icons/rss.png, -,
78.29.2.32, -, 31.07.2009, 1:04:31, W3SVC37, BABBAGE, 194.226.235.251, 0, 657, 167, 304, 0, GET, /rss.xml, -,
78.29.2.32, -, 31.07.2009, 1:08:22, W3SVC37, BABBAGE, 194.226.235.251, 16, 661, 167, 304, 0, GET, /shedule.xml, -,
78.29.2.32, -, 31.07.2009, 1:08:23, W3SVC37, BABBAGE, 194.226.235.251, 0, 658, 167, 304, 0, GET, /mind.xml, -,
78.29.2.32, -, 31.07.2009, 1:08:23, W3SVC37, BABBAGE, 194.226.235.251, 0, 662, 167, 304, 0, GET, /training.xml, -,
78.29.2.32, -, 31.07.2009, 1:08:25, W3SVC37, BABBAGE, 194.226.235.251, 0, 661, 167, 304, 0, GET, /history.xml, -,
78.29.2.32, -, 31.07.2009, 1:08:25, W3SVC37, BABBAGE, 194.226.235.251, 0, 658, 166, 304, 0, GET, /faces.xml, -,
78.29.2.32, -, 31.07.2009, 1:21:00, W3SVC37, BABBAGE, 194.226.235.251, 0, 519, 167, 304, 0, GET, /news.xml, -,
78.29.2.32, -, 31.07.2009, 1:21:00, W3SVC37, BABBAGE, 194.226.235.251, 0, 504, 167, 304, 0, GET, /patterns/news.xsl, -,
78.29.2.32, -, 31.07.2009, 1:21:00, W3SVC37, BABBAGE, 194.226.235.251, 0, 506, 167, 304, 0, GET, /patterns/header.xsl, -,
78.29.2.32, -, 31.07.2009, 1:21:00, W3SVC37, BABBAGE, 194.226.235.251, 0, 510, 167, 304, 0, GET, /patterns/navigation.xsl, -,
78.29.2.32, -, 31.07.2009, 1:21:00, W3SVC37, BABBAGE, 194.226.235.251, 0, 506, 167, 304, 0, GET, /patterns/footer.xsl, -,
78.29.2.32, -, 31.07.2009, 1:21:00, W3SVC37, BABBAGE, 194.226.235.251, 0, 580, 167, 304, 0, GET, /style/default.css, -,
78.29.2.32, -, 31.07.2009, 1:21:00, W3SVC37, BABBAGE, 194.226.235.251, 0, 583, 167, 304, 0, GET, /images/icons/rss.png, -,
78.29.2.32, -, 31.07.2009, 1:22:52, W3SVC37, BABBAGE, 194.226.235.251, 0, 661, 167, 304, 0, GET, /shedule.xml, -,
78.29.2.32, -, 31.07.2009, 1:22:54, W3SVC37, BABBAGE, 194.226.235.251, 0, 658, 167, 304, 0, GET, /mind.xml, -,
78.29.2.32, -, 31.07.2009, 1:22:55, W3SVC37, BABBAGE, 194.226.235.251, 0, 662, 167, 304, 0, GET, /training.xml, -,
78.29.2.32, -, 31.07.2009, 1:22:56, W3SVC37, BABBAGE, 194.226.235.251, 0, 661, 167, 304, 0, GET, /history.xml, -,
78.29.2.32, -, 31.07.2009, 1:22:57, W3SVC37, BABBAGE, 194.226.235.251, 0, 658, 166, 304, 0, GET, /faces.xml, -,
78.29.2.32, -, 31.07.2009, 1:23:43, W3SVC37, BABBAGE, 194.226.235.251, 0, 657, 167, 304, 0, GET, /rss.xml, -,
78.29.2.32, -, 31.07.2009, 12:47:28, W3SVC37, BABBAGE, 194.226.235.251, 16, 563, 185, 500, 0, GET, /default.asp, |-|ASP_0145|New_Application_Failed,
78.29.2.32, -, 31.07.2009, 12:49:26, W3SVC37, BABBAGE, 194.226.235.251, 0, 563, 185, 500, 0, GET, /default.asp, |-|ASP_0145|New_Application_Failed,
78.29.2.32, -, 31.07.2009, 12:49:37, W3SVC37, BABBAGE, 194.226.235.251, 16, 563, 185, 500, 0, GET, /default.asp, |-|ASP_0145|New_Application_Failed,
78.29.2.32, -, 31.07.2009, 12:49:51, W3SVC37, BABBAGE, 194.226.235.251, 0, 661, 167, 304, 0, GET, /news.xml, -,
78.29.2.32, -, 31.07.2009, 12:49:51, W3SVC37, BABBAGE, 194.226.235.251, 16, 504, 167, 304, 0, GET, /patterns/news.xsl, -,
78.29.2.32, -, 31.07.2009, 12:49:51, W3SVC37, BABBAGE, 194.226.235.251, 0, 506, 167, 304, 0, GET, /patterns/header.xsl, -,
78.29.2.32, -, 31.07.2009, 12:49:51, W3SVC37, BABBAGE, 194.226.235.251, 0, 510, 167, 304, 0, GET, /patterns/navigation.xsl, -,
78.29.2.32, -, 31.07.2009, 12:49:51, W3SVC37, BABBAGE, 194.226.235.251, 0, 506, 167, 304, 0, GET, /patterns/footer.xsl, -,
78.29.2.32, -, 31.07.2009, 12:49:51, W3SVC37, BABBAGE, 194.226.235.251, 0, 580, 167, 304, 0, GET, /style/default.css, -,
78.29.2.32, -, 31.07.2009, 12:49:51, W3SVC37, BABBAGE, 194.226.235.251, 0, 583, 167, 304, 0, GET, /images/icons/rss.png, -,
